id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13911210,JJ346814,2025-07-23T21:44:00.000,078XX S CARPENTER ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0612,006,17,71,06,1170674,1852828,2025,2025-07-31T15:44:23.000,41.751637916,-87.650130885,"{'latitude': '41.751637916', 'longitude': '-87.650130885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,230,17
13911137,JJ346641,2025-07-23T21:30:00.000,112XX S CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2211,022,19,74,07,1154369,1829942,2025,2025-07-31T15:44:23.000,41.689174377,-87.710488266,"{'latitude': '41.689174377', 'longitude': '-87.710488266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,4447,73,264,42,33,9,254,19
13911113,JJ346631,2025-07-23T21:30:00.000,097XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0431,004,7,51,07,1192382,1840710,2025,2025-07-31T15:44:23.000,41.717884449,-87.570975675,"{'latitude': '41.717884449', 'longitude': '-87.570975675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,48,252,37,25,19,249,5
13911622,JJ347221,2025-07-23T21:26:00.000,012XX W 119TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,0524,005,21,53,08A,1170139,1825866,2025,2025-07-31T15:44:23.000,41.677661758,-87.652872258,"{'latitude': '41.677661758', 'longitude': '-87.652872258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,50,642,22,13,10,220,21
13910915,JJ346414,2025-07-23T21:25:00.000,001XX N MASON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1512,015,29,25,06,1136752,1900354,2025,2025-07-31T15:44:23.000,41.882729021,-87.773306028,"{'latitude': '41.882729021', 'longitude': '-87.773306028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,618,7,32,25,85,29
13910935,JJ346383,2025-07-23T21:22:00.000,021XX W 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0931,009,15,61,08B,1162933,1871492,2025,2025-07-31T15:44:23.000,41.803019635,-87.677976871,"{'latitude': '41.803019635', 'longitude': '-87.677976871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,788,3,37,23,119,15
13911041,JJ346523,2025-07-23T21:21:00.000,016XX N KOLMAR AVE,501A,OTHER OFFENSE,ANIMAL ABUSE / NEGLECT,STREET,False,False,2533,025,37,23,26,1145812,1910442,2025,2025-07-31T15:44:23.000,41.91024455,-87.739780733,"{'latitude': '41.91024455', 'longitude': '-87.739780733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,24,285,45,2,6,195,37
13918594,JJ354364,2025-07-23T21:21:00.000,050XX N WESTERN AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2031,020,40,4,02,,,2025,2025-07-31T15:44:23.000,,,,,,,,,,,,
13910934,JJ346481,2025-07-23T21:20:00.000,001XX W HURON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1832,018,42,8,08A,1174807,1905033,2025,2025-07-31T15:44:23.000,41.894801994,-87.633427013,"{'latitude': '41.894801994', 'longitude': '-87.633427013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,36,55,14,72,42
13910885,JJ346403,2025-07-23T21:16:00.000,064XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,APARTMENT,True,True,0312,003,20,69,15,1180027,1862411,2025,2025-07-31T15:44:23.000,41.777725763,-87.615563714,"{'latitude': '41.777725763', 'longitude': '-87.615563714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,67,332,4,60,18,277,20
13910918,JJ346398,2025-07-23T21:15:00.000,073XX N SHERIDAN RD,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2423,024,49,1,04B,1165997,1948676,2025,2025-07-31T15:44:23.000,42.014752915,-87.664532617,"{'latitude': '42.014752915', 'longitude': '-87.664532617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,357,5,9,11,37,49
13911110,JJ346629,2025-07-23T21:15:00.000,075XX N SHERIDAN RD,0810,THEFT,OVER $500,GAS STATION,False,False,2422,024,49,1,06,1165619,1950124,2025,2025-07-31T15:44:23.000,42.018734342,-87.66588196,"{'latitude': '42.018734342', 'longitude': '-87.66588196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,21853,10,357,5,9,11,32,49
13911314,JJ346430,2025-07-23T21:14:00.000,031XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,0915,009,11,34,08A,1174799,1884096,2025,2025-07-31T15:44:23.000,41.83734963,-87.634082735,"{'latitude': '41.83734963', 'longitude': '-87.634082735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,21194,35,376,48,40,23,170,7
13910924,JJ346401,2025-07-23T21:10:00.000,035XX N LAVERGNE AVE,2022,NARCOTICS,POSSESS - COCAINE,STREET,True,False,1634,016,31,15,18,1142402,1923288,2025,2025-07-31T15:44:23.000,41.945559347,-87.751987931,"{'latitude': '41.945559347', 'longitude': '-87.751987931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,114,17,21,12,26,31
13910922,JJ346377,2025-07-23T21:08:00.000,032XX S LAWNDALE AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,True,False,1031,010,22,30,15,1152219,1882966,2025,2025-07-31T15:44:23.000,41.834723302,-87.716968541,"{'latitude': '41.834723302', 'longitude': '-87.716968541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,200,28,57,21,167,22
13911012,JJ346506,2025-07-23T21:05:00.000,078XX S PAULINA ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,True,False,0611,006,17,71,08B,1166371,1852779,2025,2025-07-31T15:44:23.000,41.751596135,-87.665900771,"{'latitude': '41.751596135', 'longitude': '-87.665900771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,573,31,59,20,231,17
13910837,JJ346360,2025-07-23T21:00:00.000,079XX S SAGINAW AVE,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,False,0422,004,7,46,26,1195225,1852920,2025,2025-07-31T15:44:23.000,41.751320178,-87.560161342,"{'latitude': '41.751320178', 'longitude': '-87.560161342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,244,37,25,19,234,5
13912153,JJ346455,2025-07-23T21:00:00.000,060XX S LA SALLE ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,0311,003,20,68,04B,1176336,1864995,2025,2025-07-31T15:44:23.000,41.784900274,-87.629017298,"{'latitude': '41.784900274', 'longitude': '-87.629017298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,166,4,11,18,251,20
13911431,JJ346747,2025-07-23T21:00:00.000,027XX W 45TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False,0922,009,12,58,07,1159025,1874715,2025,2025-07-31T15:44:23.000,41.811944834,-87.692221211,"{'latitude': '41.811944834', 'longitude': '-87.692221211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,22248,55,641,3,56,23,115,12
13912259,JJ348031,2025-07-23T21:00:00.000,017XX W ALBION AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,RESIDENCE - GARAGE,False,False,2432,024,40,1,07,1163476,1943888,2025,2025-07-31T15:44:23.000,42.001668211,-87.673944606,"{'latitude': '42.001668211', 'longitude': '-87.673944606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21853,10,242,5,9,11,41,49
13911581,JJ347091,2025-07-23T21:00:00.000,023XX E 77TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,0414,004,7,43,06,1193014,1854364,2025,2025-07-31T15:44:23.000,41.755336868,-87.568216361,"{'latitude': '41.755336868', 'longitude': '-87.568216361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,420,37,24,19,222,5
13911532,JJ347188,2025-07-23T21:00:00.000,023XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1225,012,27,28,08A,1160842,1898642,2025,2025-07-31T15:44:23.000,41.877565688,-87.684893829,"{'latitude': '41.877565688', 'longitude': '-87.684893829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,766,46,28,15,139,27
13910900,JJ346369,2025-07-23T21:00:00.000,040XX N MOODY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1624,016,38,15,06,1134632,1926281,2025,2025-07-31T15:44:23.000,41.95391351,-87.780477121,"{'latitude': '41.95391351', 'longitude': '-87.780477121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,15,131,19,52,12,15,38
13911255,JJ346864,2025-07-23T21:00:00.000,017XX W 105TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2212,022,19,72,14,1166679,1834705,2025,2025-07-31T15:44:23.000,41.701991765,-87.665286111,"{'latitude': '41.701991765', 'longitude': '-87.665286111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33,22212,71,630,42,13,9,257,19
13911363,JJ346786,2025-07-23T21:00:00.000,048XX W QUINCY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1533,015,28,25,07,1144211,1898565,2025,2025-07-31T15:44:23.000,41.877682952,-87.745960943,"{'latitude': '41.877682952', 'longitude': '-87.745960943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,69,23,32,25,137,28
13911201,JJ346716,2025-07-23T21:00:00.000,027XX W FLOURNOY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1135,011,28,27,07,1158309,1896923,2025,2025-07-31T15:44:23.000,41.872900723,-87.694241348,"{'latitude': '41.872900723', 'longitude': '-87.694241348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,28,38,23,28,16,146,28
13910901,JJ346404,2025-07-23T21:00:00.000,019XX N HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1434,014,32,22,08B,1163713,1912926,2025,2025-07-31T15:44:23.000,41.91670206,-87.673949201,"{'latitude': '41.91670206', 'longitude': '-87.673949201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21560,23,179,40,4,7,192,32
13912299,JJ348127,2025-07-23T21:00:00.000,015XX W CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1215,012,1,24,07,1165889,1905431,2025,2025-07-31T15:44:23.000,41.896089093,-87.666168817,"{'latitude': '41.896089093', 'longitude': '-87.666168817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,22620,25,485,41,49,15,78,1
13910960,JJ346478,2025-07-23T20:57:00.000,021XX S ASHLAND AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,True,False,1234,012,25,31,08B,1166045,1889931,2025,2025-07-31T15:44:23.000,41.853552495,-87.666038448,"{'latitude': '41.853552495', 'longitude': '-87.666038448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,343,26,43,15,121,25
13910925,JJ346411,2025-07-23T20:56:00.000,036XX W 30TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,1032,010,22,30,15,1152356,1884474,2025,2025-07-31T15:44:23.000,41.838858747,-87.716426105,"{'latitude': '41.838858747', 'longitude': '-87.716426105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,234,28,57,21,166,22
13911348,JJ346981,2025-07-23T20:55:00.000,006XX S PLYMOUTH CT,2820,OTHER OFFENSE,TELEPHONE THREAT,GOVERNMENT BUILDING / PROPERTY,False,False,0123,001,4,32,08A,1176159,1897510,2025,2025-07-31T15:44:23.000,41.874128091,-87.628688417,"{'latitude': '41.874128091', 'longitude': '-87.628688417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,38,12,10,35,22,144,9
13910958,JJ346388,2025-07-23T20:53:00.000,002XX W 120TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,0523,005,9,53,26,1176853,1825365,2025,2025-07-31T15:44:23.000,41.676138805,-87.628311906,"{'latitude': '41.676138805', 'longitude': '-87.628311906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,50,60,43,19,10,218,11
13911166,JJ346718,2025-07-23T20:50:00.000,071XX S PAULINA ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,0735,007,17,67,07,1166246,1857372,2025,2025-07-31T15:44:23.000,41.764202621,-87.66622832,"{'latitude': '41.764202621', 'longitude': '-87.66622832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,433,31,23,17,7,17
13911855,JJ346361,2025-07-23T20:45:00.000,011XX N LAWLER AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1531,015,37,25,04B,1142487,1907169,2025,2025-07-31T15:44:23.000,41.901325561,-87.752077105,"{'latitude': '41.901325561', 'longitude': '-87.752077105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,585,45,5,25,69,37
13913342,JJ346425,2025-07-23T20:45:00.000,109XX S AVENUE N,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,0432,004,10,52,04A,1201209,1833037,2025,2025-07-31T15:44:23.000,41.696610057,-87.538905835,"{'latitude': '41.696610057', 'longitude': '-87.538905835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,49,602,47,25,19,247,6
13910972,JJ346471,2025-07-23T20:45:00.000,010XX W CORNELIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1924,019,44,6,05,1168528,1923407,2025,2025-07-31T15:44:23.000,41.945359493,-87.655954849,"{'latitude': '41.945359493', 'longitude': '-87.655954849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,710,25,22,5,28,44
13911689,JJ346393,2025-07-23T20:40:00.000,061XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,0313,003,20,42,08A,1181289,1864510,2025,2025-07-31T15:44:23.000,41.78345662,-87.610872595,"{'latitude': '41.78345662', 'longitude': '-87.610872595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,331,4,60,18,275,20
13910926,JJ346346,2025-07-23T20:40:00.000,023XX W DEVON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,2413,024,50,2,04B,1159734,1942438,2025,2025-07-31T15:44:23.000,41.997767614,-87.687751129,"{'latitude': '41.997767614', 'longitude': '-87.687751129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,4450,20,320,27,12,11,46,50
13910857,JJ346400,2025-07-23T20:38:00.000,042XX W MONROE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1115,011,28,26,26,1148102,1899323,2025,2025-07-31T15:44:23.000,41.879689031,-87.731654537,"{'latitude': '41.879689031', 'longitude': '-87.731654537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,27,717,23,30,16,100,28
13911245,JJ346860,2025-07-23T20:31:00.000,057XX S CICERO AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,0813,008,13,56,06,1145664,1866028,2025,2025-07-31T15:44:23.000,41.78836941,-87.741449002,"{'latitude': '41.78836941', 'longitude': '-87.741449002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",35,22268,53,86,15,58,13,271,13
13910854,JJ346357,2025-07-23T20:30:00.000,029XX E 90TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,0423,004,10,46,03,1197448,1845860,2025,2025-07-31T15:44:23.000,41.73189189,-87.552250136,"{'latitude': '41.73189189', 'longitude': '-87.552250136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,42,175,47,25,19,238,6
13911551,JJ346435,2025-07-23T20:30:00.000,028XX W 23RD ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1033,010,24,30,08A,1157737,1888597,2025,2025-07-31T15:44:23.000,41.850064974,-87.696568156,"{'latitude': '41.850064974', 'longitude': '-87.696568156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,21569,32,203,1,57,21,160,24
13910877,JJ346347,2025-07-23T20:27:00.000,087XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2222,022,21,71,15,1171830,1846925,2025,2025-07-31T15:44:23.000,41.735414028,-87.64606746,"{'latitude': '41.735414028', 'longitude': '-87.64606746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,533,13,59,9,244,21
13910892,JJ346351,2025-07-23T20:20:00.000,035XX W ADAMS ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1123,011,28,27,05,1152812,1898844,2025,2025-07-31T15:44:23.000,41.878282692,-87.714372653,"{'latitude': '41.878282692', 'longitude': '-87.714372653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,28,783,23,30,16,86,28
13910860,JJ346338,2025-07-23T20:19:00.000,036XX N CENTRAL AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,1633,016,30,15,06,1138378,1923543,2025,2025-07-31T15:44:23.000,41.946333032,-87.766772709,"{'latitude': '41.946333032', 'longitude': '-87.766772709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,15,311,44,52,12,27,38
13910841,JJ346366,2025-07-23T20:13:00.000,002XX N LA SALLE ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,True,False,0122,001,42,32,18,1175098,1901792,2025,2025-07-31T15:44:23.000,41.885901992,-87.632455489,"{'latitude': '41.885901992', 'longitude': '-87.632455489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,92,36,42,22,79,42
13910740,JJ346328,2025-07-23T20:13:00.000,054XX S LAFLIN ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,0934,009,16,61,08A,1167269,1868344,2025,2025-07-31T15:44:23.000,41.794289334,-87.662164888,"{'latitude': '41.794289334', 'longitude': '-87.662164888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,790,2,37,23,127,16
13912535,JJ346341,2025-07-23T20:10:00.000,102XX S MAY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,2232,022,21,73,26,1170459,1836984,2025,2025-07-31T15:44:23.000,41.708164398,-87.651378763,"{'latitude': '41.708164398', 'longitude': '-87.651378763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,72,594,22,13,9,253,21
13910830,JJ346344,2025-07-23T20:08:00.000,016XX N LUNA AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE - PORCH / HALLWAY,False,False,2532,025,37,25,09,1139157,1910281,2025,2025-07-31T15:44:23.000,41.909926518,-87.764232859,"{'latitude': '41.909926518', 'longitude': '-87.764232859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,22615,26,596,45,2,6,145,37
13910831,JJ346321,2025-07-23T20:06:00.000,015XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2531,025,29,25,06,1138712,1909741,2025,2025-07-31T15:44:23.000,41.908452786,-87.765880756,"{'latitude': '41.908452786', 'longitude': '-87.765880756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,4299,26,565,7,5,6,154,29
13910923,JJ346325,2025-07-23T20:02:00.000,062XX S EBERHART AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,True,False,0313,003,20,42,04A,1180651,1863798,2025,2025-07-31T15:44:23.000,41.78151751,-87.613233561,"{'latitude': '41.78151751', 'longitude': '-87.613233561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,331,4,60,18,275,20
13911224,JJ346806,2025-07-23T20:00:00.000,008XX W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0621,006,17,71,14,1171905,1852466,2025,2025-07-31T15:44:23.000,41.750617628,-87.645630459,"{'latitude': '41.750617628', 'longitude': '-87.645630459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,487,31,59,20,229,17
